Empresa,Nombre,Cargo,% Derechos Voto,Fecha Nombramiento
"MEDIASET ESPAÑA COMUNICACION, S.A.","TRINGALI , GIUSEPPE",CONSEJERO DELEGADO,0.000,29/03/2004
"MEDIASET ESPAÑA COMUNICACION, S.A.","VASILE , PAOLO",CONSEJERO DELEGADO,0.002,29/03/1999
"MARTINSA-FADESA, S.A.","AGUIEIRA INVERSIONES, S.L.",CONSEJERO,n/d,04/07/2011
"MARTINSA-FADESA, S.A.","ALMARFE, S.L.",CONSEJERO,n/d,27/06/2008
"MARTINSA-FADESA, S.A.","FEMARAL, S.L.",CONSEJERO,44.462,27/06/2008
"MARTINSA-FADESA, S.A.","FT CASTELLANA CONSULTORES INMOBILIARIOS, S.A.U.",CONSEJERO,12.104,27/06/2008
"MARTINSA-FADESA, S.A.","GRUPO EMPRESARIAL DE ANTEQUERA, S.L.",CONSEJERO,0.818,29/08/2008
"MARTINSA-FADESA, S.A.","MAGDALENO , ANTONIA",ADMINISTRADOR CONCURSAL,n/d,31/07/2008
"MARTINSA-FADESA, S.A.","MARTIN ALVAREZ, FERNANDO",PRESIDENTE-CONSEJERO DELEGADO,60.033,30/11/1991
"MARTINSA-FADESA, S.A.","MARTIN DEL AGUA, FERNANDO",CONSEJERO,0.000,27/06/2007
"MARTINSA-FADESA, S.A.","MARTIN TORRES, ANGEL",ADMINISTRADOR CONCURSAL,n/d,31/07/2008
"MARTINSA-FADESA, S.A.","MORENO RODRIGUEZ, ANTONIO",ADMINISTRADOR CONCURSAL,n/d,31/07/2008
"MARTINSA-FADESA, S.A.","MOYA MORENO, ARTURO",CONSEJERO,n/d,04/07/2011
"MARTINSA-FADESA, S.A.",PETRAXARQUIA,VICEPRESIDENTE,3.608,29/08/2008
"MARTINSA-FADESA, S.A.","TASK ARENAL, S.L.",CONSEJERO,2.354,29/08/2008
"CLINICA BAVIERA, S.A.","BAVIERA SABATER, EDUARDO",PRESIDENTE-CONSEJERO DELEGADO,5.311,03/04/2007
"CLINICA BAVIERA, S.A.","BAVIERA SABATER, JULIO",CONSEJERO,14.253,03/04/2007
"CLINICA BAVIERA, S.A.","DIAZ DE RABAGO MAZON, PABLO",CONSEJERO,0.490,19/05/2008
"CLINICA BAVIERA, S.A.","FERNANDEZ ALONSO, JAVIER",CONSEJERO,0.018,23/07/2009
"CLINICA BAVIERA, S.A.","INVERSIONES DARIO 3, B.V.",CONSEJERO,9.077,03/04/2007
"CLINICA BAVIERA, S.A.","INVERSIONES GRUPO ZRISER, S.L.",CONSEJERO,10.013,22/06/2010
"CLINICA BAVIERA, S.A.",INVESTMENTS BALLO HOLDING B.V.,CONSEJERO,14.253,03/04/2007
"CLINICA BAVIERA, S.A.","MORENO WARLETA, RICARDO",CONSEJERO,0.221,03/04/2007
"CLINICA BAVIERA, S.A.","RAMOS PASCUAL, DIEGO",CONSEJERO,0.000,21/07/2008
"REALIA BUSINESS, S.A.","ALDAZ BARRERA, IÑIGO",CONSEJERO,0.079,06/06/2007
"REALIA BUSINESS, S.A.","BAYON MARINE, IGNACIO",PRESIDENTE,0.089,06/06/2007
"REALIA BUSINESS, S.A.","E.A.C. INVERSIONES CORPORATIVAS, S.L.",CONSEJERO,0.000,06/06/2007
"REALIA BUSINESS, S.A.","IGLESIAS CANO, CARMEN",CONSEJERO,0.000,06/06/2007
"REALIA BUSINESS, S.A.","INMOGESTION Y PATRIMONIOS, S.A.",CONSEJERO,0.000,09/06/2009
"REALIA BUSINESS, S.A.","LINARES LIEBANA, MARIA ANTONIA",CONSEJERO,0.000,06/06/2007
"REALIA BUSINESS, S.A.","MEDIACION Y DIAGNOSTICOS, S.A.",CONSEJERO,0.000,06/06/2007
"REALIA BUSINESS, S.A.","MELILOTO, S.L.",CONSEJERO,0.000,05/06/2012
"REALIA BUSINESS, S.A.","MONTES SANCHEZ, RAFAEL",CONSEJERO,0.000,06/06/2007
"REALIA BUSINESS, S.A.","PARTICIPACIONES Y CARTERA DE INVERSIONES, S.L.",CONSEJERO,0.000,06/06/2007
"DINAMIA CAPITAL PRIVADO, S.A., SCR","ARENA DE LA MORA, JUAN",CONSEJERO,0.000,28/06/2007
"DINAMIA CAPITAL PRIVADO, S.A., SCR","BERGARECHE BUSQUET, SANTIAGO",PRESIDENTE,0.057,12/12/2002
"DINAMIA CAPITAL PRIVADO, S.A., SCR","CARRETERO MANZANO, JOSE JAVIER",CONSEJERO,0.006,20/03/2012
"DINAMIA CAPITAL PRIVADO, S.A., SCR","D ORNELLAS SILVA, FERNANDO",CONSEJERO,0.003,20/02/2013
"DINAMIA CAPITAL PRIVADO, S.A., SCR","DE CARVAJAL BALLESTER, EMILIO",CONSEJERO,0.000,28/06/2007
"DINAMIA CAPITAL PRIVADO, S.A., SCR","GARCIA-QUIROS RODRIGUEZ, JOAQUIN",VICEPRESIDENTE,0.001,20/03/2012
"DINAMIA CAPITAL PRIVADO, S.A., SCR","JIMENEZ LOPEZ, RAFAEL",CONSEJERO,0.003,22/03/2011
"DINAMIA CAPITAL PRIVADO, S.A., SCR","VILLEN JIMENEZ, NICOLAS",CONSEJERO,0.003,20/02/2013
"DINAMIA CAPITAL PRIVADO, S.A., SCR","VINTON , ALFRED-MERTON",CONSEJERO,0.000,17/12/2003
"FERROVIAL, S.A.","ARENA DE LA MORA, JUAN",CONSEJERO,0.012,03/12/2009
"FERROVIAL, S.A.","AYUSO GARCIA, JOAQUIN",VICEPRESIDENTE 2º,0.013,03/12/2009
"FERROVIAL, S.A.","BERGARECHE BUSQUET, SANTIAGO",VICEPRESIDENTE 1º,0.335,03/12/2009
"FERROVIAL, S.A.","BURGIO , GABRIELE",CONSEJERO,0.006,03/12/2009
"FERROVIAL, S.A.","CARVAJAL URQUIJO, JAIME",CONSEJERO,0.009,03/12/2009
"FERROVIAL, S.A.","DEL PINO CALVO-SOTELO, MARIA",CONSEJERO,0.002,03/12/2009
"FERROVIAL, S.A.","DEL PINO CALVO-SOTELO, RAFAEL",PRESIDENTE-CONSEJERO DELEGADO,1.253,03/12/2009
"FERROVIAL, S.A.","FERNANDEZ VALBUENA, SANTIAGO",CONSEJERO,0.002,03/12/2009
"FERROVIAL, S.A.","KARLOVY, S.L.",CONSEJERO,43.616,25/03/2010
"FERROVIAL, S.A.","MEIRAS AMUSCO, IÑIGO",CONSEJERO DELEGADO,0.002,03/12/2009
"FERROVIAL, S.A.","PORTMAN BAELA, S.L.",CONSEJERO,43.614,15/12/2009
"FERROVIAL, S.A.","SANCHEZ-JUNCO MANS, JOSE FERNANDO",CONSEJERO,0.023,03/12/2009
"CODERE, S.A.","CASES MENDEZ, JOSE IGNACIO",CONSEJERO,0.000,04/05/2004
"CODERE, S.A.","JUNQUERA TEMPRANO, JUAN",CONSEJERO,0.000,10/05/2012
"CODERE, S.A.","MARTINEZ SAMPEDRO, ENCARNACION",CONSEJERO,2.184,04/05/2004
"CODERE, S.A.","MARTINEZ SAMPEDRO, JOSE ANTONIO",PRESIDENTE-CONSEJERO DELEGADO,63.771,04/05/2004
"CODERE, S.A.","MARTINEZ SAMPEDRO, LUIS JAVIER",CONSEJERO,2.537,04/05/2004
"CODERE, S.A.","MASAMPE,S.L.",VICEPRESIDENTE,0.000,30/10/2009
"CODERE, S.A.","ROMERO RODRIGUEZ, JOSE RAMON",CONSEJERO,0.091,04/05/2004
"CODERE, S.A.","VELA SASTRE, EUGENIO",CONSEJERO,0.038,04/05/2004
"CODERE, S.A.","ZAPPALA , JOSEPH",CONSEJERO,0.506,21/06/2005
"CODERE, S.A.","ZORNOZA PEREZ, JUAN JOSE",CONSEJERO,0.000,04/05/2004
"RENTA 4 BANCO, S.A.","FERRERAS DIEZ, PEDRO",CONSEJERO,0.126,18/07/2005
"RENTA 4 BANCO, S.A.",FUNDACION OBRA SOCIAL ABOGACIA ESPAÑOLA,CONSEJERO,0.000,27/11/2012
"RENTA 4 BANCO, S.A.","GARCIA MOLINA, FRANCISCO",CONSEJERO,0.175,29/07/2008
"RENTA 4 BANCO, S.A.","GONZALEZ ENCISO, SANTIAGO",CONSEJERO,3.280,20/08/1999
"RENTA 4 BANCO, S.A.","LOPEZ GARCIA, JUAN LUIS",CONSEJERO,0.129,17/02/2012
"RENTA 4 BANCO, S.A.",MUTUALIDAD GENERAL PREVISION SOCIAL ABOGACIA,CONSEJERO,6.882,24/05/2011
"RENTA 4 BANCO, S.A.","NAVARRO MARTINEZ, PEDRO ANGEL",VICEPRESIDENTE,0.490,20/08/2000
"RENTA 4 BANCO, S.A.","PRIMO DE RIVERA URQUIJO, MIGUEL MARIA",CONSEJERO,0.077,20/08/2000
"RENTA 4 BANCO, S.A.","RODRIGUEZ-SAHAGUN MARTINEZ, SOFIA",CONSEJERO,0.069,29/07/2007
"RENTA 4 BANCO, S.A.","SANCHEZ-QUIÑONES GONZALEZ, JESUS",CONSEJERO,0.810,20/06/2000
"RENTA 4 BANCO, S.A.","TRUEBA CORTES, EDUARDO",CONSEJERO,0.061,29/07/2007
"RENTA 4 BANCO, S.A.","URETA DOMINGO, JUAN CARLOS",PRESIDENTE-CONSEJERO DELEGADO,49.229,20/08/1999
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","ALONSO RUIZ-OJEDA, JAVIER",CONSEJERO,0.000,21/09/2006
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","ALVAREZ ALVAREZ, JOSE ANTONIO",CONSEJERO,0.000,21/09/2006
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","BARREIRO HERNANDEZ, JOSE",VICEPRESIDENTE 1º,0.000,25/07/2007
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","BENJUMEA CABEZA DE VACA, IGNACIO",CONSEJERO,0.000,14/07/2006
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","CUERVO GARCIA, JOSE ALVARO",CONSEJERO,0.000,14/07/2006
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","GARCIA GARCIA, ROSA MARIA",CONSEJERO,0.000,24/09/2009
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","HORTALA ARAU, JOAN",CONSEJERO,0.001,14/07/2006
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","LAISECA ASLA, RICARDO",CONSEJERO,0.000,25/07/2007
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","LANNOO , KAREL",CONSEJERO,0.000,14/07/2006
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","MATO GARCIA-ANSORENA, RAMIRO",CONSEJERO,0.000,14/07/2006
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","MUNIESA ARANTEGUI, TOMAS",VICEPRESIDENTE 3º,0.000,14/07/2006
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","OLIVENCIA RUIZ, MANUEL",CONSEJERO,0.002,14/07/2006
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","PRAT RODRIGO, MARGARITA",VICEPRESIDENTE 4º,0.000,14/07/2006
"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.","ZOIDO MARTINEZ, ANTONIO",PRESIDENTE,0.001,14/07/2006
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","ASTURIANA DE ADMINISTRACION DE VALORES MOBILIARIOS, S.L.",CONSEJERO,0.000,12/06/2006
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","CATAVI, S.L.",CONSEJERO,5.201,26/05/2009
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","FERNANDEZ PEREZ, PEDRO LUIS",PRESIDENTE-CONSEJERO DELEGADO,10.240,12/06/2006
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.",GRUPO CORPORATIVO EMPRESARIAL DE LA CAJA DE AHORROS Y M. PIEDAD DE NAVARRA,CONSEJERO,9.326,24/06/2009
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","HINOJOSA POCH, GONZALO",CONSEJERO,0.000,20/09/2006
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","MARTINEZ MARQUEZ, LORENZO JOSE",CONSEJERO,0.063,31/07/2006
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","METOTEC, S.L.",CONSEJERO,8.728,25/07/2007
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","MORRAL HOSPITAL, JORGE MARIO",CONSEJERO,0.022,12/06/2006
"GENERAL DE ALQUILER DE MAQUINARIA, S.A.","PUENTE COSTALES, CARLOS",CONSEJERO,0.000,12/06/2006
"SOLARIA ENERGIA Y MEDIOAMBIENTE, S.A.","AZPILICUETA FERRER, MANUEL",CONSEJERO,0.050,19/06/2007
"SOLARIA ENERGIA Y MEDIOAMBIENTE, S.A.","CORPORACION ARDITEL, S.L.U.",VICEPRESIDENTE 1º,0.025,21/12/2011
"SOLARIA ENERGIA Y MEDIOAMBIENTE, S.A.","DIAZ-TEJEIRO GUTIERREZ, ENRIQUE",PRESIDENTE,0.710,19/06/2007
"SOLARIA ENERGIA Y MEDIOAMBIENTE, S.A.","INVERSIONES MIDITEL, S.L.U.",VICEPRESIDENTE 2º,0.001,21/12/2011
"SOLARIA ENERGIA Y MEDIOAMBIENTE, S.A.","SAGARDOY DE SIMON, IÑIGO",CONSEJERO,0.000,19/06/2007
"AMADEUS IT HOLDING, S.A.","BOIREAU , CHRISTIAN",CONSEJERO,0.000,29/04/2010
"AMADEUS IT HOLDING, S.A.","BOURIGEAUD , BERNARD ANDRE JOSEPH",CONSEJERO,0.000,06/05/2010
"AMADEUS IT HOLDING, S.A.","DE LA DEHESA ROMERO, GUILLERMO",VICEPRESIDENTE,0.000,24/02/2011
"AMADEUS IT HOLDING, S.A.","DUPUY DE LOME CHAVARRI, ENRIQUE",CONSEJERO,0.000,29/04/2010
"AMADEUS IT HOLDING, S.A.","FURSE , CLARA",CONSEJERO,0.000,29/04/2010
"AMADEUS IT HOLDING, S.A.","GEMKOW , STEPHAN",CONSEJERO,0.000,29/04/2010
"AMADEUS IT HOLDING, S.A.","GOURGEON , PIERRE-HENRY",CONSEJERO,0.000,29/04/2010
"AMADEUS IT HOLDING, S.A.","LOREDAN , FRANCESCO",CONSEJERO,0.000,29/04/2010
"AMADEUS IT HOLDING, S.A.","MCALPINE , STUART ANDERSON",CONSEJERO,0.000,29/04/2010
"AMADEUS IT HOLDING, S.A.","TAZON GARCIA, JOSE ANTONIO",PRESIDENTE,0.093,29/04/2010
"AMADEUS IT HOLDING, S.A.","WEBSTER , DAVID GORDON COMYN",CONSEJERO,0.000,06/05/2010
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","CORRAL ESCRIBANO, SANTIAGO",CONSEJERO,0.000,24/06/2009
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","CREMADES GARCIA, FRANCISCO JAVIER",SECRETARIO CONSEJERO,0.000,26/10/2012
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","DIAZ MARTINEZ, MANUEL",CONSEJERO,0.000,27/02/2012
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","EBN BANCO DE NEGOCIOS, S.A.",CONSEJERO,5.998,22/05/2009
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","FERNANDEZ SASTRON, JOSE MIGUEL",CONSEJERO,0.000,01/02/2012
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","GARCIA-DURAN BAYO, MANUEL",PRESIDENTE-CONSEJERO DELEGADO,0.000,01/02/2012
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","GAYO DEL POZO, LUIS",CONSEJERO,n/d,26/10/2012
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","GRUPO EZENTIS, S.A.",CONSEJERO,27.803,30/03/2011
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","HERRERO DE EGAÑA Y LOPEZ DEL HIERRO, JOSE",VICEPRESIDENTE,1.524,26/06/2012
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","PEINADO GRACIA, JUAN IGNACIO",CONSEJERO,n/d,29/11/2012
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","PEREGRINA BARRANQUERO, JESUS",CONSEJERO,0.000,27/04/2012
"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.","SANCHEZ GARCIA-TIZON, ROSA",CONSEJERO,n/d,28/02/2013
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","ALIERTA IZUEL, CESAREO",CONSEJERO,0.054,24/01/2011
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","BROUGHTON , MARTIN FAULKNER",CONSEJERO,0.004,24/01/2011
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","CESCAU , PATRICK JEAN PIERRE",CONSEJERO,0.000,24/01/2011
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","FERNANDEZ NORNIELLA, JOSE MANUEL",CONSEJERO,0.000,24/01/2011
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","KINGSMILL , DENISE PATRICIA",CONSEJERO,0.000,24/01/2011
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","LAGARES GOMEZ-ABASCAL, MANUEL",CONSEJERO,0.000,02/08/2012
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","LAWRENCE , JAMES ARTHUR",CONSEJERO,0.003,24/01/2011
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","PEREZ-LLORCA Y RODRIGO, JOSE PEDRO",CONSEJERO,0.000,24/01/2011
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","POYNTER , KIERAN CHARLES",CONSEJERO,0.000,24/01/2011
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","SANCHEZ-LOZANO TURMO, RAFAEL",CONSEJERO,0.006,24/01/2011
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","SNOW , JOHN WILLIAM",CONSEJERO,0.000,24/01/2011
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","VAZQUEZ ROMERO, ANTONIO",PRESIDENTE,0.028,24/01/2011
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","WALSH , WILLIAM MATTHEW",CONSEJERO,0.016,24/01/2011
"INTERNATIONAL CONSOLIDATED AIRLINES GROUP, S.A.","WILLIAMS , KEITH",CONSEJERO,0.007,24/01/2011
"NATRACEUTICAL, S.A.","BMS PROMOCION Y DESARROLLO, S.L.",CONSEJERO,0.918,10/09/2002
"NATRACEUTICAL, S.A.","EGAÑA AZURMENDI, JUAN IGNACIO",CONSEJERO,0.207,13/12/2012
"NATRACEUTICAL, S.A.","GAYDIER , FRANCOIS",CONSEJERO DELEGADO,n/d,20/06/2008
"NATRACEUTICAL, S.A.","IBERSUIZAS ALFA, S.L.",CONSEJERO,0.000,28/02/2012
"NATRACEUTICAL, S.A.","LOZANO JIMENEZ, MARIA TERESA",CONSEJERO,0.000,17/02/2011
"NATRACEUTICAL, S.A.","NATRA, S.A.",CONSEJERO,50.596,28/06/2004
"NATRACEUTICAL, S.A.","REVUELTA FERNANDEZ, FELIX",CONSEJERO,7.670,28/02/2008
"QUABIT INMOBILIARIA, S.A.","ABANADES LOPEZ, FELIX",PRESIDENTE,42.132,31/03/2008
"QUABIT INMOBILIARIA, S.A.","BERNAL PEREZ HERRERA, MIGUEL",CONSEJERO,0.002,07/02/2008
"QUABIT INMOBILIARIA, S.A.","CALVET SPINATSCH, JORGE",VICEPRESIDENTE,0.001,28/06/2012
"QUABIT INMOBILIARIA, S.A.","PEREZ LEJONAGOITIA, ALBERTO",CONSEJERO,0.000,07/02/2008
"QUABIT INMOBILIARIA, S.A.","PICKHOLZ , CLAUDIA",CONSEJERO,0.001,07/02/2008
"QUABIT INMOBILIARIA, S.A.","TERME MARTINEZ, MANUEL",CONSEJERO,0.000,22/06/2010
CAJA DE AHORROS DEL MEDITERRANEO,FONDO DE REESTRUCTURACION ORDENADA BANCARIA,ADMINISTRADOR UNICO,0.000,22/07/2011
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","D HINNIN , DOMINIQUE",CONSEJERO,n/d,22/10/2007
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","ENDERS , THOMAS",CONSEJERO DELEGADO,n/d,31/05/2012
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","LAGARDERE , ARNAUD GEORGES ANDRE",PRESIDENTE,n/d,31/05/2012
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","LAMBERTI , HERMANN-JOSEF",CONSEJERO,n/d,22/10/2007
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","MITTAL , LAKSHMI N.",CONSEJERO,n/d,31/05/2012
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","PARKER , JOHN",CONSEJERO,n/d,22/10/2007
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","PEBEREAU , MICHEL JEAN DENIS",CONSEJERO,n/d,04/05/2007
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","PIQUE CAMPS, JOSE",CONSEJERO,n/d,31/05/2012
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","PORTH , WILFRIED",CONSEJERO,n/d,31/05/2012
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","TRICHET , JEAN-CLAUDE",CONSEJERO,n/d,31/05/2012
"EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N.V.","UEBBER , BODO",CONSEJERO,n/d,04/05/2007
"RENO DE MEDICI, S.P.A.","ANTONELLO , GIULIO",CONSEJERO,n/d,27/04/2011
"RENO DE MEDICI, S.P.A.","CAPUANO , IGNAZIO",CONSEJERO DELEGADO,n/d,07/05/2004
"RENO DE MEDICI, S.P.A.","DUBE , CHRISTIAN",PRESIDENTE,n/d,27/04/2011
"RENO DE MEDICI, S.P.A.","GAROFANO , GIUSEPPE",VICEPRESIDENTE,n/d,27/04/2011
"RENO DE MEDICI, S.P.A.","GARRIBBA , SERGIO",CONSEJERO,n/d,04/04/2008
"RENO DE MEDICI, S.P.A.","HALL , ROBERT",CONSEJERO,n/d,27/04/2011
"RENO DE MEDICI, S.P.A.","LEMAIRE , LAURENT",CONSEJERO,n/d,04/04/2008
"RENO DE MEDICI, S.P.A.","NICASTRO , VINCENZO",CONSEJERO,n/d,04/05/2004
"RENO DE MEDICI, S.P.A.","PERETTI , CARLO",CONSEJERO,n/d,04/04/2008
"JAZZTEL, PLC.","DIEZ GARCIA, JOSE LUIS",CONSEJERO,0.007,22/07/2005
"JAZZTEL, PLC.","FERNANDEZ PUJALS, LEOPOLDO",PRESIDENTE,15.200,18/10/2004
"JAZZTEL, PLC.","GARCIA FERNANDEZ, JOSE MIGUEL",CONSEJERO DELEGADO,0.032,02/11/2006
"JAZZTEL, PLC.","GIL GARCIA, ELENA",CONSEJERO,0.010,12/11/2009
"JAZZTEL, PLC.","JORDA CASTRO, Mª LUISA",CONSEJERO,0.002,12/11/2009
"JAZZTEL, PLC.","MORRIS , GAVIN",CONSEJERO,0.000,26/10/2011
"JAZZTEL, PLC.","NAVARRO MARTINEZ, PEDRO ANGEL",CONSEJERO,0.019,22/07/2005
"JAZZTEL, PLC.","ORTIZ MARTINEZ, JOSE",SECRETARIO CONSEJERO,0.010,18/10/2004
"JAZZTEL, PLC.","OTERO QUINTAS, MARIA ANTONIA",CONSEJERO,0.007,12/11/2009
"JAZZTEL, PLC.","PEREZ SALES, MIREIA",CONSEJERO,0.006,12/11/2009
"ARCELOR MITTAL, S.A.","BURT , TYE",CONSEJERO,n/d,08/05/2012
"ARCELOR MITTAL, S.A.","DE LUXEMBOURG , GUILLAUME",CONSEJERO,n/d,15/02/2002
"ARCELOR MITTAL, S.A.","KADEN , LEWIS B.",CONSEJERO,n/d,10/10/2006
"ARCELOR MITTAL, S.A.","KRECKE , JEANNOT",CONSEJERO,n/d,01/01/2010
"ARCELOR MITTAL, S.A.","MITTAL , LAKSHMI N.",PRESIDENTE,n/d,10/10/2006
"ARCELOR MITTAL, S.A.","MITTAL BHATIA, VANISHA",CONSEJERO,n/d,10/10/2006
"ARCELOR MITTAL, S.A.","NIMOCKS , SUZANNE",CONSEJERO,n/d,26/01/2011
"ARCELOR MITTAL, S.A.","ROSS , WILBUR L.",CONSEJERO,n/d,10/10/2006
"ARCELOR MITTAL, S.A.","SPILLMANN , ANTOINE",CONSEJERO,n/d,13/05/2008
"ARCELOR MITTAL, S.A.","VAGHUL , NARAYANAN",CONSEJERO,n/d,10/10/2006
