id,relation,['Nombre', 'Cargo', '% Derechos Voto']
1,[],'TUBACEX, S.A.', 'AROSTEGUI GOMEZ, GERARDO', 'CONSEJERO', '0.025', '30/11/1989'
1114,[],'OBRASCON HUARTE LAIN, S.A.', 'VILLAR-MIR DE FUENTES, SILVIA', 'CONSEJERO', '0.000', '01/04/2008'
1115,[],'IBERDROLA, S.A.', 'ACEBES PANIAGUA, ANGEL JESUS', 'CONSEJERO', '0.000', '24/04/2012'
1116,[],'IBERDROLA, S.A.', 'ANTOLIN RAYBAUD, MARIA HELENA', 'CONSEJERO', '0.000', '26/03/2010'
1117,[],'IBERDROLA, S.A.', 'BARBER , SAMANTHA', 'CONSEJERO', '0.000', '31/07/2008'
1118,[],'IBERDROLA, S.A.', 'BATTANER ARIAS, SEBASTIAN SERGIO', 'CONSEJERO', '0.002', '26/05/2004'
1119,[4],'IBERDROLA, S.A.', 'DE IRALA ESTEVEZ, XABIER', 'CONSEJERO', '0.003', '20/04/2005'
1120,[],'IBERDROLA, S.A.', 'DE MIGUEL AYNAT, JULIO', 'CONSEJERO', '0.003', '29/10/2003'
1121,[],'IBERDROLA, S.A.', 'DE ORIOL E IBARRA, I\xc3\x91IGO VICTOR', 'CONSEJERO', '0.019', '26/04/2006'
1122,[156,1485],'IBERDROLA, S.A.', 'LAGARES GOMEZ-ABASCAL, MANUEL', 'CONSEJERO', '0.000', '21/08/2012'
1123,[],'IBERDROLA, S.A.', 'MACHO STADLER, INES', 'CONSEJERO', '0.001', '07/06/2006'
1124,[],'IBERDROLA, S.A.', 'MARTINEZ LAGE, SANTIAGO', 'CONSEJERO', '0.000', '26/03/2010'
1125,[774],'IBERDROLA, S.A.', 'MEDEL CAMARA, BRAULIO', 'CONSEJERO', '0.000', '07/06/2006'
1126,[],'IBERDROLA, S.A.', 'SAN PEDRO GUERENABARRENA, JOSE LUIS', 'CONSEJERO', '0.006', '24/04/2012'
1127,[],'IBERDROLA, S.A.', 'SANCHEZ GALAN, JOSE IGNACIO', 'PRESIDENTE-CONSEJERO DELEGADO', '0.092', '26/04/2006'
1128,[1084],'IBERDROLA, S.A.', 'URRUTIA VALLEJO, VICTOR', 'VICEPRESIDENTE', '0.230', '24/05/2006'
1129,[],'TUBOS REUNIDOS, S.A.', 'ABASOLO ALBONIGA, PEDRO', 'PRESIDENTE', '0.000', '20/09/1999'
1130,[],'TUBOS REUNIDOS, S.A.', 'DELCLAUX DE LA SOTA, ALBERTO JOSE', 'CONSEJERO', '0.005', '28/05/2002'
1131,[],'TUBOS REUNIDOS, S.A.', 'ESTEVE ROMERO, FRANCISCO JOSE', 'CONSEJERO', '0.000', '31/01/2008'
1132,[1158],'TUBOS REUNIDOS, S.A.', 'GOMEZ DE OLEA MENDARO, JOAQUIN', 'CONSEJERO', '0.002', '21/06/2005'
1133,[10],'TUBOS REUNIDOS, S.A.', 'IRIBECAMPOS ZUBIA, JUAN JOSE', 'CONSEJERO', '0.000', '27/06/2008'
1134,[],'TUBOS REUNIDOS, S.A.', 'MA\xc3\x91AS ANTON, LUIS ALBERTO', 'CONSEJERO', '0.034', '24/02/2010'
1135,[],'TUBOS REUNIDOS, S.A.', 'NOGUERA DE ERQUIAGA, LUIS FERNANDO', 'CONSEJERO', '0.530', '03/06/2009'
1136,[],'TUBOS REUNIDOS, S.A.', 'PORTOCARRERO ZORRILLA LEQUERICA, ENRIQUE', 'CONSEJERO', '0.462', '28/05/2002'
1137,[],'TUBOS REUNIDOS, S.A.', 'VELASCO BARROETABE\xc3\x91A, ROBERTO', 'CONSEJERO', '0.000', '03/06/2009'
1138,[],'TUBOS REUNIDOS, S.A.', 'YBARRA AZNAR, EMILIO', 'VICEPRESIDENTE 1\xc2\xba', '0.000', '24/07/2008'
1139,[],'TUBOS REUNIDOS, S.A.', 'ZORRILLA DE LEQUERICA PUIG, LETICIA', 'CONSEJERO', '1.103', '01/12/2003'
1140,[],'DEOLEO, S.A.', 'ATENCIA ROBLEDO, MANUEL', 'VICEPRESIDENTE', '0.001', '20/01/2011'
1141,[128,443],'DEOLEO, S.A.', 'BANCO MARE NOSTRUM, S.A.', 'CONSEJERO', '5.474', '18/10/2012'
1142,[],'DEOLEO, S.A.', 'BARREIRO SEOANE, JOSE', 'CONSEJERO', '0.000', '06/06/2012'
1143,[],'DEOLEO, S.A.', 'CARBO FERNANDEZ, JAIME', 'CONSEJERO DELEGADO', '0.121', '20/01/2011'
1144,[],'DEOLEO, S.A.', 'CORPORACION EMPRESARIAL CAJASOL, S.A.U.', 'CONSEJERO', '5.294', '18/12/2006'
1145,[334],'DEOLEO, S.A.', 'DE LEON MOLINARI, JOSE MARIA', 'CONSEJERO', '0.000', '24/02/2011'
1146,[769],'DEOLEO, S.A.', 'FANJUL MARTIN, OSCAR', 'PRESIDENTE', '0.000', '26/03/2012'
1147,[],'DEOLEO, S.A.', 'GONZALEZ RUIZ, LUIS', 'VICEPRESIDENTE', '0.001', '28/07/2011'
1148,[1055],'DEOLEO, S.A.', 'HERNANDEZ CALLEJAS, ANTONIO', 'CONSEJERO', '0.001', '20/01/2011'
1149,[520,1380],'DEOLEO, S.A.', 'INMOGESTION Y PATRIMONIOS, S.A.', 'CONSEJERO', '0.000', '30/07/2012'
1150,[],'DEOLEO, S.A.', 'KLEIN , DANIEL', 'CONSEJERO', '3.330', '09/06/2011'
1151,[],'DEOLEO, S.A.', 'LOPEZ LOPEZ, ANTONIO', 'CONSEJERO', '0.000', '20/01/2011'
1152,[851,1382],'DEOLEO, S.A.', 'MEDIACION Y DIAGNOSTICOS, S.A.', 'CONSEJERO', '0.000', '30/07/2012'
1153,[],'DEOLEO, S.A.', 'MONTE DE PIEDAD Y CAJA DE AHORROS DE RONDA, CADIZ, ALMERIA, MALAGA, ANTEQUERA Y JAEN (UNICAJA)', 'CONSEJERO', '11.349', '01/06/2010'
1154,[577,854,1385],'DEOLEO, S.A.', 'PARTICIPACIONES Y CARTERA DE INVERSIONES, S.L.', 'CONSEJERO', '0.000', '30/07/2012'
1155,[1063],'ELECNOR, S.A.', 'AZAOLA ARTECHE, FERNANDO', 'PRESIDENTE-CONSEJERO DELEGADO', '0.232', '05/10/2005'
1156,[],'ELECNOR, S.A.', 'CERVERA EARLE, GONZALO BORJA', 'CONSEJERO', '0.048', '15/11/2006'
1157,[],'ELECNOR, S.A.', 'DE ORAA MOYUA, GABRIEL', 'CONSEJERO', '0.000', '25/06/1990'
1158,[1132],'ELECNOR, S.A.', 'GOMEZ DE OLEA MENDARO, JOAQUIN', 'SECRETARIO CONSEJERO', '0.001', '23/01/2013'
1159,[],'ELECNOR, S.A.', 'GONZALEZ AGUILAR ENRILE, CRISTOBAL', 'CONSEJERO', '0.347', '30/11/1989'
1160,[],'ELECNOR, S.A.', 'LANDECHO SARABIA, JUAN', 'CONSEJERO', '0.573', '05/10/2005'
1161,[],'ELECNOR, S.A.', 'LEON DOMECQ, FERNANDO MARIA', 'CONSEJERO', '0.011', '30/11/1989'
1162,[],'ELECNOR, S.A.', 'MARTIN DE BUSTAMANTE VEGA, RAFAEL', 'CONSEJERO DELEGADO', 'n/d', '26/05/2011'
1163,[],'ELECNOR, S.A.', 'MORENES GILES, MIGUEL', 'CONSEJERO', '1.011', '30/11/1989'
1164,[],'ELECNOR, S.A.', 'PRADO ARANGUREN, RAFAEL', 'CONSEJERO', '0.148', '26/12/1990'
1165,[],'ELECNOR, S.A.', 'PRADO GARCIA, JOSE MARIA', 'VICEPRESIDENTE', '0.000', '30/11/1989'
1166,[],'ELECNOR, S.A.', 'REAL DE ASUA ARTECHE, JAIME', 'VICEPRESIDENTE', '0.024', '15/10/2009'
1167,[],'BANCO BILBAO VIZCAYA ARGENTARIA, S.A.', 'ALFARO DRAKE, TOMAS', 'CONSEJERO', '0.000', '10/03/2006'
1168,[],'BANCO BILBAO VIZCAYA ARGENTARIA, S.A.', 'ALVAREZ MEZQUIRIZ, JUAN CARLOS', 'CONSEJERO', '0.003', '28/01/2000'
1169,[],'BANCO BILBAO VIZCAYA ARGENTARIA, S.A.', 'BUSTAMANTE DE LA MORA, RAMON', 'CONSEJERO', '0.000', '28/01/2000'
1170,[],'BANCO BILBAO VIZCAYA ARGENTARIA, S.A.', 'CANO FERNANDEZ, ANGEL', 'CONSEJERO DELEGADO', '0.010', '29/09/2009'
1171,[],'BANCO BILBAO VIZCAYA ARGENTARIA, S.A.', 'FERNANDEZ RIVERO, JOSE ANTONIO', 'CONSEJERO', '0.001', '30/03/2004'
1172,[],'BANCO BILBAO VIZCAYA ARGENTARIA, S.A.', 'FERRERO JORDI, IGNACIO', 'CONSEJERO', '0.001', '28/01/2000'
1173,[],'BANCO BILBAO VIZCAYA ARGENTARIA, S.A.', 'GARIJO LOPEZ, BELEN', 'CONSEJERO', '0.000', '16/03/2012'
1174,[],'BANCO BILBAO VIZCAYA ARGENTARIA, S.A.', 'GONZALEZ RODRIGUEZ, FRANCISCO', 'PRESIDENTE', '0.052', '28/01/2000'
1175,[],'BANCO BILBAO VIZCAYA ARGENTARIA, S.A.', 'LORING MARTINEZ DE IRUJO, CARLOS', 'CONSEJERO', '0.001', '30/03/2004'
1176,[],'BANCO BILBAO VIZCAYA ARGENTARIA, S.A.', 'MALDONADO RAMOS, JOSE', 'CONSEJERO', '0.002', '28/01/2000'
1177,[],'BANCO BILBAO VIZCAYA ARGENTARIA, S.A.', 'MEDINA FERNANDEZ, ENRIQUE', 'CONSEJERO', '0.001', '28/01/2000'
1178,[],'BANCO BILBAO VIZCAYA ARGENTARIA, S.A.', 'PALAO GARCIA-SUELTO, JOSE LUIS', 'CONSEJERO', '0.000', '01/02/2011'
1179,[],'BANCO BILBAO VIZCAYA ARGENTARIA, S.A.', 'PI LLORENS, JUAN', 'CONSEJERO', '0.001', '27/07/2011'
1180,[],'BANCO BILBAO VIZCAYA ARGENTARIA, S.A.', 'RODRIGUEZ VIDARTE, SUSANA', 'CONSEJERO', '0.000', '07/05/2002'
1181,[],'INVERFIATC, S.A.', 'BUXO BOSCH, RAFAEL', 'VICEPRESIDENTE', '0.049', '20/12/2012'
1182,[],'INVERFIATC, S.A.', 'CASTELLS TRIUS, JOAN', 'CONSEJERO DELEGADO', '0.268', '21/03/2002'
1183,[],'INVERFIATC, S.A.', 'CRUZATE BERNALDO DE QUIROS, ENRIQUE', 'CONSEJERO', '0.067', '09/12/2010'
1184,[239],'INVERFIATC, S.A.', 'FIATC MUTUA DE SEGUROS Y DE REASEGUROS A PRIMA FIJA', 'SECRETARIO CONSEJERO', '78.767', '20/12/2012'
1185,[],'INVERFIATC, S.A.', 'GABARRO FERRER, JOAQUIN MARIA', 'CONSEJERO DELEGADO', '0.037', '21/03/2002'
1186,[],'INVERFIATC, S.A.', 'LINHARD MILCH, JOSE', 'CONSEJERO', '0.033', '22/11/2007'
1187,[],'INVERFIATC, S.A.', 'PASCUAL LAPE\xc3\x91A, NURIA', 'CONSEJERO', '0.080', '22/11/2007'
1188,[],'INVERFIATC, S.A.', 'SOLER CASCALES, SALVADOR', 'CONSEJERO', '0.565', '16/06/1999'
1189,[],'INVERFIATC, S.A.', 'VIDAL REGARD, EDUARDO F.', 'CONSEJERO', '0.020', '17/10/2007'
1190,[],'DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.', 'AGUIRRE UNCETA, JUAN LUIS', 'CONSEJERO', '0.401', '17/06/2010'
1191,[],'DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.', 'BARRENECHEA DELGADO, JOSE AITOR', 'CONSEJERO', '0.238', '17/06/2010'
1192,[],'DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.', 'BA\xc3\x91ARES PARERA, JAVIER', 'CONSEJERO', '0.000', '17/06/2010'
1193,[],'DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.', 'CABEZA GIL-CASARES, ANTONIO', 'CONSEJERO', '0.000', '17/06/2010'
1194,[],'DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.', 'CAREAGA AZCARRAGA, AITOR-JON', 'CONSEJERO', '0.178', '17/06/2010'
1195,[],'DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.', 'CONSTANS ROS, FRANCISCO', 'CONSEJERO', '0.000', '02/08/2007'
1196,[],'DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.', 'MORERA GUAJARDO, ENRIQUE', 'PRESIDENTE', '19.920', '02/08/2007'
1197,[],'DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.', 'NEIL, S.A.', 'CONSEJERO', '4.507', '02/08/2007'
1198,[],'DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.', 'PEREIRA PEREZ, CAMILO', 'CONSEJERO', '8.114', '02/08/2007'
1199,[],'DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.', 'ROIG FARRAN, TRINIDAD', 'CONSEJERO', '0.011', '02/08/2007'
1200,[],'DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.', 'SEGARRA TORRE, JOSE ANTONIO', 'VICEPRESIDENTE', '19.942', '02/08/2007'
1201,[],'DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.', 'VIDAL VIA, JOSE MARIA', 'CONSEJERO DELEGADO', '3.051', '13/10/2009'
1202,[],'DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.', 'ZUBIRI OTEIZA, DANIEL', 'CONSEJERO', '0.000', '17/06/2010'
1203,[],'GRIFOLS, S.A.', 'DAGA GELABERT, TOMAS', 'CONSEJERO', '0.024', '17/05/2006'
1204,[],'GRIFOLS, S.A.', 'GLANZMANN , THOMAS', 'CONSEJERO', '0.040', '17/05/2006'
1205,[],'GRIFOLS, S.A.', 'GRIFOLS ROURA, VICTOR', 'PRESIDENTE-CONSEJERO DELEGADO', '0.207', '17/05/2006'
1206,[],'GRIFOLS, S.A.', 'INGERSOL , WILLIAM BRET', 'CONSEJERO', '0.000', '01/06/2011'
1207,[],'GRIFOLS, S.A.', 'ISASI FERNANDEZ  DE BOBADILLA, LUIS', 'CONSEJERO', '0.000', '24/05/2011'
1208,[],'GRIFOLS, S.A.', 'JANNOTTA , EDGAR DALZELL', 'CONSEJERO', '0.119', '19/12/2006'
1209,[],'GRIFOLS, S.A.', 'MAYER , STEVEN FRANCIS', 'CONSEJERO', '0.000', '01/06/2011'
1210,[],'GRIFOLS, S.A.', 'RIERA ROCA, RAMON', 'CONSEJERO', '0.079', '17/05/2006'
1211,[],'GRIFOLS, S.A.', 'THORTHOL HOLDINGS, B.V.', 'CONSEJERO', '7.060', '17/05/2006'
1212,[],'GRIFOLS, S.A.', 'TWOSE ROURA, JUAN IGNACIO', 'CONSEJERO', '0.056', '17/05/2006'
1213,[],'GRIFOLS, S.A.', 'VEIGA LLUCH, ANNA', 'CONSEJERO', '0.000', '09/12/2008'
1214,[],'AGROFRUSE-MEDITERRANEAN AGRICULTURAL GROUP, S.A.', 'ARMONIA EN ACCION, S.L.', 'SECRETARIO CONSEJERO', '0.000', '29/11/2011'
1215,[],'AGROFRUSE-MEDITERRANEAN AGRICULTURAL GROUP, S.A.', 'BORGES MEDITERRANEAN GROUP, S.L.', 'VICEPRESIDENTE-CONSEJERO DELEGADO', '77.843', '29/11/2011'
1216,[],'AGROFRUSE-MEDITERRANEAN AGRICULTURAL GROUP, S.A.', 'PONT VILADOMIU, S.L.', 'PRESIDENTE', '0.000', '29/11/2006'
1217,[747],'AGROFRUSE-MEDITERRANEAN AGRICULTURAL GROUP, S.A.', 'SEGARRA FERRE, ANGEL', 'CONSEJERO', '0.002', '06/02/2013'
1218,[],'INMOFIBAN, S.A.', 'HERRERO CASTILLO, ANTONIO', 'CONSEJERO DELEGADO', '18.825', '10/09/2007'
1219,[],'INMOFIBAN, S.A.', 'ICETA BERECIBAR, JOSE MARIA', 'CONSEJERO', '1.299', '27/01/2011'
1220,[],'INMOFIBAN, S.A.', 'MARTINEZ HERRERO, SERGIO', 'PRESIDENTE-CONSEJERO DELEGADO', '47.000', '10/09/2007'
1221,[],'INMOFIBAN, S.A.', 'MOREDA BLANCO, ANGEL', 'CONSEJERO', '0.159', '17/12/2009'
1222,[802,1299,1386,1395],'ALMIRALL, S.A.', 'ARENA DE LA MORA, JUAN', 'CONSEJERO', '0.000', '20/06/2007'
1223,[],'ALMIRALL, S.A.', 'BRAVO ANDREU, DANIEL', 'VICEPRESIDENTE 2\xc2\xba', '0.253', '04/05/2012'
1224,[],'ALMIRALL, S.A.', 'CONDE CONDE, LUCIANO', 'CONSEJERO', '0.000', '20/06/2007'
1225,[],'ALMIRALL, S.A.', 'DORREPAAL , KARIN LOUISE', 'CONSEJERO', 'n/d', '01/01/2013'
1226,[],'ALMIRALL, S.A.', 'GALLARDO BALLART, ANTONIO', 'VICEPRESIDENTE 1\xc2\xba', '0.000', '04/05/2012'
1227,[],'ALMIRALL, S.A.', 'GALLARDO BALLART, JORGE', 'PRESIDENTE', '0.000', '04/05/2012'
1228,[],'ALMIRALL, S.A.', 'LINDMARK , BERTIL', 'CONSEJERO', 'n/d', '04/05/2012'
1229,[],'ALMIRALL, S.A.', 'MAYR , GERHARD', 'CONSEJERO', 'n/d', '19/10/2012'
1230,[],'ALMIRALL, S.A.', 'MCKILLOP , TOM', 'CONSEJERO', '0.000', '20/06/2007'
1231,[],'ALMIRALL, S.A.', 'SANCHIZ YRAZU, EDUARDO', 'CONSEJERO DELEGADO', '0.002', '20/06/2007'
1232,[],'AMCI HABITAT, S.A.', 'FRANCO CORRONS, PEDRO', 'ADMINISTRADOR CONCURSAL', 'n/d', '22/12/2011'
1233,[],'FERGO AISA, S.A.', 'FAJAS TURA, RAMON', 'SECRETARIO CONSEJERO', '0.000', '27/10/2010'
1234,[],'FERGO AISA, S.A.', 'FERNANDEZ GOMEZ, CARLOS', 'PRESIDENTE-CONSEJERO DELEGADO', '4.736', '29/07/2009'
1235,[],'FERGO AISA, S.A.', 'GRAU PUJADAS, GREGORIO', 'VICEPRESIDENTE', '0.000', '29/06/2010'
1236,[],'FERGO AISA, S.A.', 'HORTALA VALLVE, JUAN', 'VICESECRETARIO CONSEJERO', '0.001', '29/04/2011'
1237,[],'FERGO AISA, S.A.', 'PARPAL MARFA, JORDI', 'CONSEJERO', '0.000', '03/04/2006'
1238,[],'FERGO AISA, S.A.', 'PATAU IGLESIAS, RAIMOND', 'CONSEJERO', '0.094', '30/07/2009'
1239,[],'PLARREGA INVEST 2000, S.A.', 'ALCOLEA CAPITAL GESTION, S.L.', 'VICEPRESIDENTE', 'n/d', '29/06/2009'
1240,[],'PLARREGA INVEST 2000, S.A.', 'LUNA GARCIA, ALFONSO', 'PRESIDENTE', 'n/d', '29/06/2010'
1241,[],'FERSA ENERGIAS RENOVABLES, S.A.', 'COMSA EMTE ENERGIAS RENOVALES, S.L.U.', 'CONSEJERO', '7.682', '09/05/2011'
1242,[],'FERSA ENERGIAS RENOVABLES, S.A.', 'CORPORACION EMPRESARIAL CAJA MURCIA, S.L.U.', 'CONSEJERO', '3.402', '14/12/2010'
1243,[],'FERSA ENERGIAS RENOVABLES, S.A.', 'EOLICA NAVARRA, S.L.U.', 'CONSEJERO', '22.077', '19/12/2011'
1244,[],'FERSA ENERGIAS RENOVABLES, S.A.', 'GARCIA-NIETO PORTABELLA, IGNACIO', 'CONSEJERO', '0.000', '20/02/2008'
1245,[],'FERSA ENERGIAS RENOVABLES, S.A.', 'GRUPO CATALANA OCCIDENTE, S.A.', 'CONSEJERO', '7.509', '20/02/2008'
1246,[],'FERSA ENERGIAS RENOVABLES, S.A.', 'GRUPO EMPRESARIAL ENHOL, S.L.', 'CONSEJERO', '22.437', '11/04/2012'
1247,[],'FERSA ENERGIAS RENOVABLES, S.A.', 'HOMS I FERRET, FRANCESC', 'PRESIDENTE', '0.000', '16/03/2012'
1248,[],'FERSA ENERGIAS RENOVABLES, S.A.', 'LARFON S.A.', 'CONSEJERO', '2.697', '20/02/2008'
1249,[],'FERSA ENERGIAS RENOVABLES, S.A.', 'MYTAROS B.V.', 'CONSEJERO', '0.000', '20/02/2008'
1250,[],'FERSA ENERGIAS RENOVABLES, S.A.', 'SARROCA PUNSOLA, ESTEBAN', 'CONSEJERO', '0.002', '20/02/2008'
1251,[],'RENTA CORPORACION REAL ESTATE, S.A.', 'CARRASCO BRUGADA, JAVIER', 'SECRETARIO CONSEJERO', '0.000', '16/12/2011'
1252,[],'RENTA CORPORACION REAL ESTATE, S.A.', 'GALLOSTRA ISEM, JUAN', 'CONSEJERO', '0.000', '09/02/2006'
1253,[],'RENTA CORPORACION REAL ESTATE, S.A.', 'HERNANDEZ DE CABANYES, ELENA', 'CONSEJERO', '2.255', '19/12/2000'
1254,[],'RENTA CORPORACION REAL ESTATE, S.A.', 'HERNANDEZ DE CABANYES, LUIS', 'PRESIDENTE-CONSEJERO DELEGADO', '37.943', '19/12/2000'
1255,[],'RENTA CORPORACION REAL ESTATE, S.A.', 'HERRERO FERNANDEZ, BLAS', 'CONSEJERO', '9.841', '11/06/2008'
1256,[631],'RENTA CORPORACION REAL ESTATE, S.A.', 'LOPEZ DEL HIERRO BRAVO, IGNACIO', 'CONSEJERO', '0.002', '27/10/2010'
1257,[],'RENTA CORPORACION REAL ESTATE, S.A.', 'TUSQUETS TRIAS DE BES, CARLOS', 'CONSEJERO', '0.400', '27/12/2004'
1258,[],'RENTA CORPORACION REAL ESTATE, S.A.', 'VILA BALTA, DAVID', 'VICEPRESIDENTE-CONSEJERO DELEGADO', '0.577', '16/12/2011'
1259,[217,503],'VUELING AIRLINES, S.A.', 'COLOMER CASELLAS, CARLOS', 'CONSEJERO', '0.000', '21/10/2011'
1260,[],'VUELING AIRLINES, S.A.', 'CRUZ DE LLANO, ALEJANDRO', 'CONSEJERO DELEGADO', '0.017', '26/03/2010'
1261,[],'VUELING AIRLINES, S.A.', 'DE CASTRO FERNANDEZ, JAIME MANUEL', 'CONSEJERO', '0.000', '26/03/2010'
1262,[],'VUELING AIRLINES, S.A.', 'DONAIRE RODRIGUEZ, ENRIQUE', 'CONSEJERO', '0.045', '15/07/2009'
1263,[],'VUELING AIRLINES, S.A.', 'FARIZA BATANERO, JOSE MARIA', 'CONSEJERO', '0.000', '15/07/2009'
1264,[],'VUELING AIRLINES, S.A.', 'FERNANDEZ VILLAMANDOS, MIGUEL ANGEL', 'CONSEJERO', '0.000', '15/07/2009'
1265,[],'VUELING AIRLINES, S.A.', 'LOPEZ COLMENAREJO, MANUEL', 'CONSEJERO', '0.000', '15/07/2009'
1266,[],'VUELING AIRLINES, S.A.', 'MARIN LAPLANA, ISABEL', 'CONSEJERO', '0.000', '26/03/2010'
1267,[],'VUELING AIRLINES, S.A.', 'MEJIA GOMEZ, PEDRO JESUS', 'CONSEJERO', '0.000', '15/07/2009'
1268,[642,932,1515],'VUELING AIRLINES, S.A.', 'PIQUE CAMPS, JOSE', 'PRESIDENTE', '0.133', '12/11/2007'
1269,[],'VUELING AIRLINES, S.A.', 'PONT SANCHEZ, JORGE', 'CONSEJERO', '0.000', '15/07/2009'
1270,[],'VUELING AIRLINES, S.A.', 'VILLALBA VILA, DANIEL', 'CONSEJERO', '0.000', '15/07/2009'
1271,[],'EDP RENOVAVEIS, S.A.', 'ALONSO IMAZ, GABRIEL', 'CONSEJERO', '0.003', '21/06/2011'
1272,[],'EDP RENOVAVEIS, S.A.', 'AUGUST , GILLES', 'CONSEJERO', '0.000', '14/04/2009'
1273,[],'EDP RENOVAVEIS, S.A.', 'AZEVEDO HENRIQUES DOS SANTOS, JORGE MANUEL', 'CONSEJERO', '0.000', '04/06/2008'
1274,[],'EDP RENOVAVEIS, S.A.', 'BELARD DA FONSECA LOPES, JOAO JOSE', 'CONSEJERO', '0.000', '04/06/2008'
1275,[],'EDP RENOVAVEIS, S.A.', 'CALDEIRA DE CASTEL-BRANCO, VALVERDE', 'CONSEJERO', '0.000', '04/06/2008'
1276,[],'EDP RENOVAVEIS, S.A.', 'DE MELLO FRANCO, JOAO MANUEL', 'CONSEJERO', '0.000', '04/06/2008'
1277,[],'EDP RENOVAVEIS, S.A.', 'DO PRANTO NOGUEIRA LEITE, ANTONIO', 'CONSEJERO', '0.000', '26/02/2013'
1278,[],'EDP RENOVAVEIS, S.A.', 'FERREIRA MACHADO, JOSE', 'CONSEJERO', '0.000', '26/02/2013'
1279,[],'EDP RENOVAVEIS, S.A.', 'GUERRA NUNES MEXIA, ANTONIO LUIS', 'CONSEJERO', '0.000', '04/06/2008'
1280,[],'EDP RENOVAVEIS, S.A.', 'LIBERADO MOTA PILOTO., ACACIO JAIME', 'CONSEJERO', '0.000', '26/02/2013'
1281,[],'EDP RENOVAVEIS, S.A.', 'MAIA DE ARAUJO SILVA, JOSE FERNANDO', 'CONSEJERO', '0.000', '04/06/2008'
1282,[],'EDP RENOVAVEIS, S.A.', 'MANSO NETO, JOAO', 'CONSEJERO', '0.000', '04/06/2008'
1283,[],'EDP RENOVAVEIS, S.A.', 'MENENDEZ MENENDEZ, MANUEL', 'CONSEJERO', '0.000', '04/06/2008'
1284,[],'EDP RENOVAVEIS, S.A.', 'NOGUEIRA DE SOUSA COSTEIRA, JOAO PAULO', 'CONSEJERO', '0.000', '21/06/2011'
1285,[],'EDP RENOVAVEIS, S.A.', 'PRESTANA DE ALMEIDA ALVES, NUNO MARIA', 'CONSEJERO', '0.001', '04/06/2008'
1286,[],'EDP RENOVAVEIS, S.A.', 'RODRIGUES LOPES TEIXEIRA, RUI MANUEL', 'CONSEJERO', '0.001', '11/04/2011'
1287,[],'EDP RENOVAVEIS, S.A.', 'VERISSIMO MARQUES DA CRUZ, JOAO MANUEL', 'CONSEJERO', '0.000', '08/05/2012'
1288,[],'RED ELECTRICA CORPORACION, S.A.', 'AMADOR MILLAN, MARIA DE LOS ANGELES', 'CONSEJERO', '0.000', '26/05/2005'
1289,[],'RED ELECTRICA CORPORACION, S.A.', 'BOYER SALVADOR, MIGUEL', 'CONSEJERO', '0.000', '20/05/2010'
1290,[307],'RED ELECTRICA CORPORACION, S.A.', 'FERNANDEZ MENDEZ DE ANDES, FERNANDO', 'CONSEJERO', '0.000', '19/04/2012'
1291,[],'RED ELECTRICA CORPORACION, S.A.', 'FOLGADO BLANCO, JOSE', 'PRESIDENTE', '0.001', '08/03/2012'
1292,[],'RED ELECTRICA CORPORACION, S.A.', 'GARCIA BEATO, MARIA JOSE', 'CONSEJERO', '0.000', '29/11/2012'
1293,[],'RED ELECTRICA CORPORACION, S.A.', 'GOMEZ DE BARREDA TOUS DE MONSALVE, CARMEN', 'CONSEJERO', '0.000', '19/04/2012'
1294,[931],'RED ELECTRICA CORPORACION, S.A.', 'IRANZO MARTIN, JUAN EMILIO', 'CONSEJERO', '0.000', '19/04/2012'
1295,[],'RED ELECTRICA CORPORACION, S.A.', 'JANES CARTAXO, RUI MANUEL', 'CONSEJERO', '0.000', '20/05/2010'
1296,[],'RED ELECTRICA CORPORACION, S.A.', 'PARRA GARCIA-MOLINER, ALFREDO', 'CONSEJERO', '0.000', '19/04/2012'
1297,[],'RED ELECTRICA CORPORACION, S.A.', 'RUIZ JIMENEZ, FRANCISCO', 'CONSEJERO', '0.000', '19/04/2012'
1298,[],'RED ELECTRICA CORPORACION, S.A.', 'SENDIN DE CACERES, PALOMA', 'CONSEJERO', '0.000', '19/04/2012'
1299,[802,1222,1386,1395],'MELIA HOTELS INTERNATIONAL S.A.', 'ARENA DE LA MORA, JUAN', 'CONSEJERO', '0.001', '31/03/2009'
